,infected_4h_1,infected_4h_2,infected_12h_1,infected_12h_2,infected_24h_1,infected_24h_2,mock_4h_1,mock_4h_2,mock_24h_1,mock_24h_2
EPC1,6.33,6.45,6.23,6.93,5.93,6.08,6.83,4.66,4.67,5.26
EPC2,3.06,3.96,2.58,2.68,2.53,2.73,4.05,2.57,4.31,3.73
EPCAM,54.6,62.86,27.98,23.17,23.1,27.58,75.29,48.31,60.29,76.52
EPCAM-DT,0.56,1.07,0.18,0.28,0.28,0.2,0.66,0.5,0.62,1.35
EPDR1,14.33,15.11,6.07,7.79,3.83,6.32,16.92,11.98,18.48,19.39
EPG5,2.93,3.52,1.94,2.38,1.86,2.25,4.21,1.77,4.53,4.71
EPGN,0.04,0.02,0.06,0.14,0.04,0.02,0,0.06,0.02,0.08
EPHA1,7.15,4.9,3.05,2.47,1.82,2.77,7.21,3.12,6.64,6.45
EPHA1-AS1,0,0.01,0.01,0,0,0,0.17,0.02,0.01,0
EPHA10,2.2,1.47,0.91,0.53,0.47,0.41,2.36,1.45,1.49,1.02
EPHA2,15.15,13.58,7.37,7.86,8.7,8.81,14.09,8.72,17.85,14.34
EPHA3,7.75,8.87,4.39,4.76,3.58,4.15,9.7,5.63,9.6,9.17
EPHA4,0.5,0.72,1.79,2.44,1.93,1.49,0.66,0.52,0.78,0.36
EPHA5,0,0,0,0,0,0,0.01,0,0,0
EPHA5-AS1,0,0,0,0,0,0,0,0,0,0
EPHA6,0.88,0.11,0.06,0.03,0.05,0.06,0.06,0.11,0.15,0.26
EPHA7,0.3,0.69,0.87,0.76,0.6,0.5,0.75,0.48,1.04,0.56
EPHA8,0,0,0,0,0,0,0,0,0,0
EPHB1,0.03,0.18,0,0.01,0,0.24,0.09,0.09,0.1,0.05
EPHB2,9.11,9.9,3.26,3.53,1.8,2.31,9.71,5.12,6.82,7.28
EPHB3,0.02,0.03,0.03,0.03,0.14,0.04,0.03,0.02,0.04,0.16
EPHB4,8.37,7.92,4.18,4.73,4.44,4.33,10.85,5.55,13.28,11.05
EPHB6,0.95,1.65,0.39,0.59,0.04,0.07,0.94,0.73,0.84,0.47
EPHX1,3.78,4.3,2.65,2.93,1.44,1.63,6.82,4.42,7.65,6.29
EPHX2,0.22,0.06,0,0.17,0.15,0.17,0.12,0.04,0.4,0.28
EPHX3,0.09,0.03,0.03,0.03,0,0.03,0,0.06,0.05,0.12
EPHX4,2.11,2.54,1.16,1.67,0.38,0.47,2.53,2.3,1.53,1.83
EPM2A,1.31,1.13,0.15,1.47,0.65,0.37,1.29,1.13,0.41,0.47
EPM2AIP1,3.92,4.36,1.93,2.01,2.08,2.61,4.86,3.52,2.91,4.12
EPN1,16.17,16.74,9.44,10.15,7.14,7.8,13.42,10.15,18.84,18
EPN2,3.83,6.78,4,2.66,3.04,1.68,6.63,3.21,5.99,4.29
EPN2-AS1,0.18,0.48,0.21,0,0.09,0.04,0.21,0.06,0.21,0.14
EPN3,4.78,4.88,1.62,1.78,3.6,1.8,4.88,3.71,5.97,5.46
EPO,0,0,0,0.04,0,0,0,0,0,0
EPOP,1.12,1.19,0.4,0.39,0.74,0.77,0.95,0.66,1,1.48
EPOR,0.51,0.74,0.21,0.44,0.56,0.32,1.13,0.66,0.97,0.75
EPPIN,0.05,0.08,0,0,0.01,0.09,0.08,0,0.04,0.03
EPPIN-WFDC6,0,0,0,0,0,0,0,0,0,0
EPPK1,1.39,1.68,0.8,0.76,0.75,0.88,1.52,0.77,1.21,1.27
EPRS1,24.92,27.98,13.82,14.08,11.48,14.77,26.43,16.78,32.83,32.78
EPS15,8.2,8.66,3.7,5.04,3.77,3.12,8.13,6.18,7.67,8.47
EPS15-AS1,0,0.57,0,0.68,0,0,0,0,0,0
EPS15L1,4.35,3.79,1.44,1.59,1.6,2.44,3.35,2.72,3.08,3.5
EPS15P1,0.04,0.02,0.03,0.06,0,0.02,0.03,0.02,0.11,0.22
EPS8,24.42,21.04,16.77,15.63,17.29,18.01,27.38,17.07,28.7,26.78
EPS8L1,2.85,3.2,2.49,2.03,2.04,1.93,2.57,1.92,6.87,3.5
EPS8L2,42.3,37.3,15.77,22.36,11.76,14.96,41.48,28.88,39.94,40.96
EPS8L3,3.99,3.74,0.89,1.19,0.66,0.81,3.19,3,3.07,3.9
EPSTI1,1.84,1.17,6.95,6.07,9.5,11.21,1.53,0.95,1.15,1.98
EPX,0.01,0,0,0,0,0,0,0.02,0,0
EPYC,0,0,0,0,0,0,0,0,0,0
EQTN,0.16,0,0,0,0,0,0,0,0,0
ERAL1,18.08,16.52,7.75,7.8,6.48,8.81,16.98,11.29,18.81,16.55
ERAP1,8.13,5.5,9.05,8.12,9.96,9.58,9.63,6.54,7.81,7.79
ERAP2,14.77,18.57,23.94,22.16,20.13,27.03,16.5,12.44,20.28,20.37
ERAS,0.03,0.07,0,0,0,0,0,0,0.07,0
ERBB2,509.52,525.75,217.88,233.68,187.54,200.25,610.39,343.85,723.18,676.47
ERBB3,14.26,14.94,10.51,8.99,8.72,9.04,15.11,11.24,21.1,19.95
ERBB4,0.27,0.51,0.27,0.26,0.14,0.27,0.29,0.36,1.48,0.38
ERBIN,21.9,26.73,12.6,13.26,10.21,10.98,29.22,14.48,32.79,34.91
ERC1,4.87,6.25,2.22,2.98,2.86,3.34,4.7,3.36,4.35,4.75
ERC2,0.06,0.28,0.16,0.22,0.53,0.09,0.11,0,0.34,0.11
ERC2-IT1,0,0,0,0,0,0.04,0,0,0,0.02
ERCC1,19.84,22.02,8.82,10.96,9.69,7.89,25.9,20.64,25.08,24.38
ERCC2,8.69,6.53,2.01,3.74,4.28,2.92,8.09,5.72,8.69,10.12
ERCC3,14.16,13.24,6.58,6.83,6.56,6.53,14.65,10.46,13.98,13.5
ERCC4,3.17,5.13,1.74,2.67,1.83,2.61,3.72,3.54,5.08,3.8
ERCC5,1.56,2.36,1.55,1.27,0.65,1.47,1.97,1.68,2.92,2.7
ERCC6,3.98,5.21,3.14,4.04,1.81,2.78,4.53,2.51,6.26,4.17
ERCC6L,2.64,3.35,2.47,2.23,1.56,1.95,2.93,2.03,5,6.5
ERCC6L2,2.1,2.66,1.97,1.33,1.57,1.84,2.49,1.83,2.45,3.55
ERCC8,5.72,6.42,2.25,1.39,1.99,2.9,4.93,3.9,6.92,7.44
ERCC8-AS1,0,0,0,0,0,0,0,0,0,0
EREG,65.45,87.4,54.06,45.69,48.11,63.84,77.48,49.54,60.48,76.04
ERF,27.08,15.72,7.34,9.87,8.01,7.57,18.79,11.98,23.54,20.58
ERFE,0.44,0.39,0.12,0.11,0.3,0.16,0.63,0.27,0.69,0.21
ERFL,0,0.05,0.03,0,0.03,0.04,0.08,0.14,0.09,0.1
ERG,0.01,0,0.01,0,0,0,0,0,0,0
ERG28,7.52,7.92,3.82,4.5,3.58,4.35,10.51,7.76,16.44,14.34
ERGIC1,52.97,56.62,24.23,24.75,15.85,16.35,62.32,36.74,58.21,51.91
ERGIC2,22.16,31.6,17.38,15.59,10.49,14.45,38.29,26.49,42.09,48.37
ERGIC3,117.74,111.77,51.05,65.89,48.02,54.97,119.23,94.99,145.57,128.57
ERH,66.48,67.99,34.06,36.48,30.76,39.12,79.39,72.71,100.92,96.82
ERHP1,0,0,0,0,0,0,0,0,0,0
ERHP2,0,0,0,0,0,0,0,0,0,0
ERI1,4.98,5.13,4.24,3.32,3.42,3.49,5.98,4.61,7.66,8.77
ERI2,3.89,4.51,1.27,2.47,2.7,1.75,4.59,5.21,5.44,5.76
ERI3,17.02,14.71,6.53,8.95,3.54,5.46,19.26,16.37,17.64,21.01
ERI3-IT1,0.34,0.41,0.12,0,0,0,0.36,0.07,0,0
ERICD,0.42,0.46,0.11,0.2,0.16,0.16,0.43,0.17,0.26,0.21
ERICH1,4.48,6.55,1.71,2.29,2.3,1.25,5.89,3.42,5.05,5.73
ERICH2,0.36,0.21,0.13,0,0,0.2,0.5,1.16,0.4,0.56
ERICH3,0.02,0,0.04,0,0,0.01,0.01,0.04,0.11,0.01
ERICH3-AS1,0,0,0.01,0,0,0.02,0,0,0,0
ERICH4,0,0,0,0,0,0,0,0,0,0
ERICH5,3.26,3.28,1.85,1.35,1.33,1.66,3.07,2.98,4.36,4.54
ERICH6,0.02,0.13,0.03,0.15,0,0.29,0.08,0.07,0.07,0.03
ERICH6-AS1,0.38,0.3,0.11,0.54,0.16,0.09,0.98,0.63,0.78,0.42
ERICH6B,0,0,0,0,0.11,0.02,0,0,0.31,0.26
ERLEC1,10.4,10.36,4.34,4.62,4.2,4.83,13.47,9.43,11.31,12.2
ERLEC1P1,0,0,0,0,0,0,0,0,0,0
ERLIN1,5.37,5.85,2.54,3.23,1.59,2.27,5.68,4.18,4.33,6.1
ERLIN2,17.76,18.18,6.72,9.55,5.48,7.7,23.39,12.67,21.23,22.94
ERLNC1,0.16,0,0,0,0.05,0,0.06,0,0.04,0
ERMAP,2.08,2.09,0.76,1.12,0.61,0.88,2.57,1.55,2.07,2.18
ERMARD,3.14,3.35,0.8,2.87,1.13,1.33,5.93,3.09,3.94,3.87
ERMN,0.09,0.08,0,0,0,0,0.01,0.01,0.01,0
ERMP1,5.85,6.8,3.13,2.88,2.13,2.22,6.99,3.93,8.87,10.55
ERN1,2.38,3.81,0.85,1.49,2.04,1.39,1.79,0.62,0.64,1.73
ERN2,0.01,0.08,0,0.02,0.21,0,0.16,0,0.14,0
ERO1A,14.68,18.63,9.11,6.11,5.38,8.08,17.12,12.08,19.17,25.36
ERO1B,0.19,0.27,0.17,0.2,0.19,0.82,0.49,0.48,0.41,0.42
ERP27,0.47,0.27,0,0.06,0.07,0.05,0.28,0.2,0.72,0.14
ERP29,33.99,34.56,18.45,16.32,18.07,21.26,41.37,30.44,60.38,53.51
ERP29P1,0.36,0.08,0.3,0,0.26,0,0,0.17,0,0.45
ERP44,2.06,2.5,1.2,0.81,0.79,1.15,2.21,1.61,2.04,3.04
ERRFI1,10.53,11.28,7.29,6.94,8.14,8.92,8.51,6.06,10.87,10.94
ERV3-1,0.48,1.12,0.83,0.16,0.45,0.46,0.91,0.41,1.97,0.93
ERVE-1,0.12,0.14,0.02,0.06,0.02,0.03,0.08,0.13,0.08,0.06
ERVFRD-1,0.15,0.12,0.1,0.09,0.06,0.01,0.22,0.1,0.1,0.09
ERVFRD-3,0.03,0.03,0.04,0.16,0.07,0.06,0,0.02,0.13,0.07
ERVH-1,0,0,0,0,0,0,0,0,0,0
ERVH48-1,0.04,0.14,0.03,0.03,0.07,0.02,0.06,0.02,0.07,0
ERVK-28,0,0,0,0,0,0,0,0.15,0,0
ERVK13-1,3.93,4.23,2.24,2.06,1.37,1.45,5.2,2.32,3.04,3
ERVK3-1,27.62,26.92,25.92,26.3,21.98,23.14,33.98,22.9,28.83,26.58
ERVK9-11,0.37,0.45,0.13,0.17,0.09,0.12,0.26,0.24,0.28,0.24
ERVMER34-1,1.68,1.1,0.29,0.56,0.22,0.22,1.23,0.87,0.84,1.12
ERVMER61-1,0,0,0,0,0.1,0,0,0,0.12,0
ERVV-1,0,0,0,0,0,0,0,0,0,0
ERVV-2,0,0,0,0,0,0,0,0.02,0.01,0
ERVW-1,0.04,0,0.12,0.02,0.06,0.02,0.02,0,0.04,0.07
ESAM,0.38,0.49,0.13,0.05,0.49,0.31,0.38,0.37,0.64,0.71
ESCO1,4.31,4.69,2.67,2.54,1.6,2.49,5.29,3.66,6.09,5.77
ESCO2,6.69,9.33,7.44,11.14,9.15,12.09,10.68,4.98,21.68,23.54
ESD,23.04,23.45,12.67,12.51,6.4,8.35,25.71,21.45,25.4,27.93
ESF1,3.17,4.33,1.89,1.57,1.75,2.69,4.87,2.36,3.14,4
ESM1,0,0.1,0,0,0,0,0,0,0,0
ESPL1,0.57,1.26,1.45,1.1,2.03,2.59,1.37,0.4,4,3.98
ESPN,0.03,0,0,0.08,0,0.22,0.18,0,0.22,0.57
ESPNL,0.02,0.04,0.02,0.01,0.02,0,0.02,0.04,0.01,0.02
ESPNP,0.04,0.03,0,0.01,0.06,0,0,0.06,0.2,0.03
ESR1,0.19,0.17,0.1,0.06,0.06,0.1,0.09,0.1,0.04,0.03
ESR2,0.26,0.36,0.21,0.27,0.2,0.19,0.34,0.22,0.36,0.51
ESRG,0,0,0,0.07,0,0,0.02,0.02,0,0
ESRP1,13.66,14.2,7.95,7.64,7.8,10.05,15.72,10.56,30.22,29.09
ESRP2,14.15,15.25,5.37,5.46,5.75,4.82,15.36,9.42,13.86,14.84
ESRRA,18.34,17.94,4.23,4.58,5.3,6.01,17.46,11.1,12.14,11.12
ESRRAP1,0,0,0,0,0,0,0,0,0,0.04
ESRRAP2,0,0,0,0,0,0.1,0,0.05,0,0
ESRRB,0.03,0,0,0.03,0,0.02,0.04,0,0,0
ESRRG,0.09,0.07,0.04,0.04,0.16,0.14,0.26,0.03,0.15,0.36
ESS2,4.27,4.19,2.03,2.31,2.37,3.22,5.09,3.1,5.07,4.91
ESX1,0,0,0,0,0,0,0,0,0,0
ESYT1,22.79,21.46,11,11.9,7.36,7.34,25.25,14.84,25.49,23.57
ESYT2,11.55,11.71,5.44,5.05,5.78,5.21,12.17,8.49,13.5,12.8
ESYT3,0.18,0.68,0.4,0.29,1.18,0.36,1.04,0.27,0.66,0.89
ETAA1,1.09,1.52,0.72,0.55,0.66,0.64,2.07,1.09,1.68,1.89
ETDA,0,0,0,0,0,0,0,0,0.1,0
ETDB,0,0,0,0,0,0,0,0,0.1,0
ETDC,0,0,0,0,0,0,0,0,0,0
ETF1,62.07,68.55,30.75,33.74,27.85,33.93,71.71,46.91,65.98,74.87
ETF1P1,0.09,0,0,0,0.12,0.05,0.06,0,0,0.29
ETF1P2,0.16,0.44,0.26,0.3,0.46,0.12,0.48,0.17,0.18,0.44
ETF1P3,0,0,0,0,0,0,0,0,0,0
ETFA,70.08,76.23,40.23,31.17,29.22,31.98,86.85,74.47,103.09,101.42
ETFB,38.24,37.01,16.9,15.92,10.35,11.74,50.17,42,55.05,55.95
ETFBKMT,0.13,0.34,0.06,0.16,0.33,0.33,0.67,0.22,0.4,0.2
ETFDH,1.28,1.86,1.2,0.8,0.9,0.84,1.98,0.94,3.96,3.95
ETFRF1,1.89,2.1,1.55,0.67,0.44,1.39,2.38,2.29,1.36,2.54
ETHE1,12.16,9.44,4.39,6.33,5.23,6.74,10.38,10.47,12.95,12.42
ETNK1,9.75,17.12,9.31,10.38,5.68,8.1,16.73,7.94,17.13,14.08
ETNK2,1.95,2.51,0.49,0.57,1.13,0.89,1.02,1.01,1.51,0.91
ETNPPL,0.12,0.12,0.08,0,0,0,0.2,0.02,0.17,0
ETS1,22.98,25.2,13.23,12.38,10,11.2,21.93,13.93,18.31,18.88
ETS1-AS1,0,0,0,0,0.04,0,0,0,0,0
ETS2,20.37,23,31.25,29.55,20.63,26.74,18.96,11.93,13.26,14.4
ETV1,2.8,3.43,1.19,2.33,2.38,1.75,2.06,1.28,6.77,5.79
ETV2,0.05,0.19,0.15,0.21,0.07,0.04,0.26,0.46,0.51,0.27
ETV3,4.25,4.98,3.47,3.26,6.17,6.25,4.65,2.65,4.85,4.52
ETV3L,0,0.05,0,0.03,0,0,0,0,0,0
ETV4,5.09,4.22,1.38,1.92,2.59,2.48,4.46,2.81,8.5,7.88
ETV5,6.01,6.31,4.1,2.87,7.21,6.05,8.63,3.64,11.89,13.87
ETV5-AS1,0,0.35,0,0,0,0,0.14,0,0.11,0
ETV6,4.98,5.02,4.08,3.24,2.17,2.91,5.45,3.29,6.44,6.68
ETV7,0.45,0.64,11.17,10.09,9.79,9.81,0.5,0.35,0.51,0.34
ETV7-AS1,0,0,0,0,0,0,0,0,0,0
EVA1A,0.07,0,0,0,0,0.07,0,0,0,0
EVA1B,2.89,3.1,0.71,1.73,0.56,1.3,1.83,2.56,2.75,2.02
EVA1C,0.34,0.76,0.1,0.2,0.28,0.11,1.21,0.46,0.3,0.27
EVC,0,0,0,0,0.01,0,0,0,0,0
EVC2,0,0,0,0,0,0,0,0,0,0
EVI2A,0.05,0,0,0.04,0,0.19,0,0,0.03,0.07
EVI2B,0.05,0.07,0.18,0.18,0.13,0.28,0.22,0.11,0.39,0.08
EVI5,4.45,6.45,1.28,2.1,1.77,3.22,5.55,2.56,6.55,6.34
EVI5L,1.41,1.19,0.41,0.61,0.31,0.52,2.36,0.93,1.41,2.06
EVL,2.76,2.46,1.15,1.69,0.41,0.51,3.15,1.93,1.9,2.31
EVPL,3.1,3.19,1.39,1.5,1.05,0.99,3.46,1.96,3.38,3.61
EVPLL,0.05,0.09,0.03,0.12,0,0,0.15,0,0.09,0.11
EVX1,0,0,0,0.04,0.07,0.03,0,0.02,0,0.04
EVX1-AS,0,0,0,0,0,0,0,0,0,0
EVX2,0.01,0,0,0.01,0,0,0,0,0,0
EWSAT1,0,0,0,0,0,0.12,0.03,0,0,0.03
EWSR1,62.15,60.43,31.53,31.82,34.13,31.25,69.96,47.2,61.38,65.2
EXD1,0,0,0,0,0,0,0,0,0,0
EXD2,4.88,5.3,1.55,1.86,1.21,2.24,5.63,3.56,5.56,5.49
EXD3,1.35,1.11,0.45,0.37,0.24,0.17,0.81,0.54,0.68,0.46
EXO1,4.89,7.06,3.41,3.24,2.29,2.78,7.85,4.08,6.15,8.21
EXO5,4.52,5.22,4.07,3.06,1.79,2.57,5.95,4.39,5.72,5.53
EXOC1,5.24,8.35,4.92,3.08,3.85,2.71,7.39,4.45,8.18,7.74
EXOC1L,0,0,0,0,0,0,0,0,0,0
EXOC2,2.05,1.91,1.07,1.01,0.82,0.99,3.37,1.36,2.45,2.7
EXOC3,9.72,11.15,3.42,4.62,3.46,3.9,12.38,6.44,9.73,11.34
EXOC3-AS1,1.21,0.92,0.4,0.29,0.37,0.62,1.67,0.79,0.95,1.31
EXOC3L1,0.12,0,0.45,0.64,0.14,0.07,0.03,0,0.02,0.08
EXOC3L2,0.09,0,0.02,0,0,0,0.02,0.03,0.02,0.12
EXOC3L4,0.1,0.15,0.72,0.72,0.67,1.88,0.08,0.13,0.18,0.15
EXOC4,12.48,11.82,7.26,8.91,4.35,6.5,15.91,9.19,15.98,17.52
EXOC5,12.53,14.23,6.89,6.18,4.91,5.65,15.61,9.69,19.44,18.68
EXOC5P1,0.04,0.05,0,0.02,0,0.05,0.09,0.09,0.14,0
EXOC6,5.86,5.24,5.25,2.74,5.58,2.5,6.01,5.98,12.04,7.33
EXOC6B,3.46,3.85,2,2.28,1.06,2.78,4.07,2.31,5.09,4.71
EXOC7,20.92,21.11,8.73,10.49,8.25,8.62,23.98,14.15,20.77,20.22
EXOC7P1,0,0,0,0,0,0,0,0,0,0
EXOC8,3.16,3.3,2.36,1.92,1.91,2.24,4.25,2.12,2.95,3.63
EXOG,2.09,3.33,1.24,0.96,0.85,1.81,4.87,2.03,2.45,1.61
EXOGP1,0,0,0,0,0,0,0.06,0,0,0.06
EXOSC1,9.55,8.82,3.65,4.6,4.27,5.4,10.09,8.61,15.2,12.78
EXOSC10,8.33,8.72,5.23,5.12,5.4,3.65,8.56,7.68,11.61,8.95
EXOSC10-AS1,0.3,0,0.42,0,0.19,0.17,0.38,0.58,0.42,1.09
EXOSC2,12.49,14.07,5.89,6.69,4.18,6.73,16.04,10.16,14.77,16.14
EXOSC3,5.66,7.74,4.15,2.62,2.26,4.02,7.46,7.66,7.57,9.91
EXOSC3P1,0.12,0.28,0,0,0,0.14,0,0,0,0
EXOSC3P2,0,0,0,0,0,0,0,0,0,0
EXOSC4,24.88,21.49,11.58,11.11,10.81,14.6,29.82,26.32,25.12,24.32
EXOSC5,19.04,18.7,7.86,6.57,6.29,8.23,19.72,19.61,18.46,20.4
EXOSC6,3.95,4.07,1.59,1.87,1.65,1.23,4.15,2.72,3.33,3.58
EXOSC7,18.87,19.88,8.68,6.17,7.4,8.23,21.75,20.74,23.69,20.19
EXOSC8,5.42,6.03,1.7,2.51,3.58,5.64,7.48,8.13,9.18,11.3
EXOSC9,8.09,9.01,4.57,5.91,4.01,4.61,10.43,8.42,8.53,8.06
EXPH5,1.4,1.6,1.11,1.29,0.73,0.94,2.18,0.97,3.6,3.32
EXT1,3.13,4.54,4,3.23,4.04,4.48,3.84,2.92,4.09,4.64
EXT2,23.93,19.02,10.44,10.82,11.74,13.34,24.47,17.52,24.5,21.41
EXTL1,0.02,0.01,0.01,0,0.07,0.04,0,0.01,0.08,0.02
EXTL2,2.38,2.59,2.34,2.67,1.32,1.43,3.3,2.1,3.73,4.16
EXTL2P1,0,0,0,0,0,0,0,0,0,0
EXTL3,12.54,11.77,4.28,5.71,3.61,6.4,11.9,5.89,11.02,12.03
EXTL3-AS1,0.19,0.31,0.24,0.27,0.04,0.05,0.43,0.08,0.27,0.36
EYA1,0.07,0.13,0.69,0.2,0.27,0.42,0.16,0.15,0.17,0.17
EYA2,0,0.03,0,0,0,0,0,0,0.03,0.07
EYA3,4.45,3.78,3.48,2.03,1.55,1.78,3.73,2.39,5.09,4.05
EYA4,6.14,6.41,3.93,2.94,3.6,3.76,5.28,2.94,5.83,8.02
EYS,0,0,0,0.01,0.01,0,0.05,0,0,0.18
EZH1,6.01,5.05,2.62,2,2.15,2.51,6.17,7.51,5.51,6.1
EZH2,3.89,4.53,3.36,3.2,3.01,3.79,4.66,2.63,5.8,6.27
EZH2P1,0,0,0,0,0,0,0,0,0,0
EZHIP,0,0,0,0,0,0,0.03,0,0,0
EZR,221.69,219.23,94.63,96.09,67.32,74.31,264.08,168.44,269.56,243.33
EZR-AS1,0,0.25,0.3,0,0.27,0,0,0,0.47,0
F10,0,0,0,0,0,0,0,0,0.06,0
F10-AS1,0,0,0,0,0,0,0,0,0,0
F11,0.28,0.08,0,0,0.09,0,0.03,0.02,0.08,0
F11-AS1,0,0,0,0,0,0,0,0,0,0
F11R,32.32,35.22,17.06,15.03,10.41,11.22,34.07,18.95,32.93,39.82
F12,3.45,2.71,0.48,0.57,0.5,1.33,3.21,2.73,3.09,2.56
F13A1,0,0,0,0,0,0,0.01,0,0,0
F13B,0,0.05,0,0,0.04,0,0.02,0,0,0
F2,0,0.05,0.25,0.03,0,0,0.03,0,0.03,0.06
F2R,8.14,8.41,1.4,1.44,0.72,1.16,10.01,6.14,2.56,2.09
F2RL1,129.9,118.77,26.04,28.5,30.93,29.39,121.8,86.39,29.47,32.02
F2RL2,0.01,0,0,0,0,0.04,0.03,0,0,0.04
F2RL3,0,0,0,0,0,0,0,0,0.1,0.03
F3,130.92,147.16,45.53,55.37,30.48,34.43,130.54,85.42,48.16,54.13
F5,0.35,0.78,0.23,0.2,0.25,0.42,0.56,0.32,0.46,1.19
F7,0,0,0,0,0,0,0,0,0,0
F8,0.28,0.18,0.1,0.03,0.32,0.13,0.57,0.3,0.1,0.09
F8A1,1.21,0.83,0,0.53,0.37,0.24,1.43,1.05,1.22,0.54
F8A2,0,0,0,0,0,0,0,0,0,0
F8A3,1.46,2.32,1.26,0.53,0.75,0.56,1.63,1.16,0.91,1.53
F9,0,0,0,0,0,0,0,0.01,0.02,0
FA2H,17.66,21.43,8.17,10.63,7.75,6.73,24.26,14.03,6.07,7.34
FAAH,3.67,3.12,1.99,2.75,1.67,2.27,3.84,2.83,4.21,3.46
FAAH2,1.79,2.62,1.43,0.93,1.13,1.98,1.91,1.8,3.13,2.61
FAAHP1,0.06,0.07,0.1,0,0,0,0,0,0.36,0.09
FAAP100,7.96,7.54,2.18,3.75,1.57,2.95,6.73,4.52,5.36,4.77
FAAP20,4.17,4.01,2,2.42,2.19,2.11,5.14,5.79,7.13,7.38
FAAP24,1.55,0.83,1.11,0.72,0.76,0.8,0.84,0.89,2.21,2.74
FABP1,0,0,0,0,0,0,0,0,0,0
FABP12,0,0,0,0,0,0,0,0,0,0
FABP12P1,0,0,0,0,0,0,0,0,0,0
FABP2,0,0.04,0.03,0,0,0,0.03,0.01,0,0
FABP3,0.4,0.36,0.12,0.06,0,0.05,0.17,0.03,0.09,0.05
FABP3P2,0,0,0,0,0,0,0,0,0,0
FABP4,0,0,0,0,0,0,0,0,0,0
FABP5,27.35,26.93,11,13.56,9.5,12.06,30.43,25.49,25.68,31.97
FABP5P1,0,0,0,0,0,0,0,0,0,0
FABP5P10,0,0,0,0,0,0,0,0,0,0
FABP5P11,0,0,0,0,0,0,0,0,0,0
FABP5P12,0,0,0,0,0,0,0,0,0,0
FABP5P13,0,0,0,0,0,0,0,0,0,0
FABP5P14,0,0,0,0,0,0,0,0,0,0
FABP5P15,0,0,0,0,0,0,0,0,0,0.98
FABP5P2,0,0,0,0,0,0,0,0.27,0,0.21
FABP5P3,0,0,0,0.05,0,0.21,0,0,0,0
FABP5P4,0,0,0,0,0,0,0,0,0,0
FABP5P5,0.34,0,0,0,0,0.19,0,0,0.94,0
FABP5P6,0,0,0,0,0,0,0,0,0,0
FABP5P7,5.53,3.66,4.29,1.79,3.87,3.1,12.7,6.24,7.02,5.16
FABP6,0.15,0.35,0.34,0,0,0,0,0.58,0.29,0.18
FABP6-AS1,0.04,0.02,0,0,0.02,0,0.02,0.01,0,0
FABP7,0,0,0.03,0.03,0.02,0,0,0,0,0
FABP7P1,0,0,0,0,0,0,0,0,0.61,0
FABP7P2,0,0,0,0,0,0,0,0,0,0
FABP9,0,0,0,0,0,0,0,0,0,0
FADD,16.72,16.63,8.96,8.03,7.98,9.15,17.62,12.84,14.83,17.04
FADS1,13.5,12.53,6.56,4.34,3.33,4.87,14.71,10.72,20.91,19.77
FADS2,2.69,2.71,1.05,0.7,0.37,0.74,2.96,1.88,3.93,4.64
FADS2B,0,0,0,0,0.04,0,0,0,0,0
FADS3,5.66,4.9,4.13,2.69,0.96,1.51,5.42,5.56,4.6,5.12
FADS6,0,0.12,0,0,0,0,0,0,0,0
FAF1,26.12,29.59,15.45,16.51,11.63,13.18,29.56,23.4,39.07,38.11
FAF1-AS1,0,0,0,0,0,0,0,0,0,0
FAF2,15.11,17.73,7.91,7.6,8.18,8.31,16.81,9.71,15.71,17.54
FAF2P1,0,0,0,0,0,0,0,0,0,0
FAH,3.5,3.51,1.57,1.81,1.67,2.05,4.39,3.64,10.77,6.14
FAHD1,9.05,10.82,3.33,4.66,2.68,3.23,12.04,11.18,11.26,9.74
FAHD2A,4.59,5.22,2.36,2.27,2.51,2.45,5.74,5.26,7.91,7.49
FAHD2B,1.58,2.12,1.64,0.88,0.5,1.01,2.46,1.76,2.4,2.76
FAHD2CP,1.37,1.85,0.89,0.76,0.93,1.44,1.96,1.48,1.45,1.4
FAHD2P1,0.69,1.17,0.55,0.83,0.76,0.67,0.83,0.56,0.39,0.43
FAIM,20.39,26.57,8.21,7.17,3.71,9.12,30.71,22.29,23.99,29.43
FAIM2,0,0,0,0,0,0,0,0.01,0,0
FALEC,0.29,0.46,0.14,0,0.25,0.67,0.14,0,0,0.25
FAM102A,6.08,6.26,1.36,1.86,1.59,2.81,10.49,4.21,4.28,5.71
FAM102B,2.44,3.05,0.77,0.7,0.27,0.48,3.03,1.84,2.42,2.61
FAM104A,6.76,7.72,3.74,5.49,4.4,4.94,10.44,7.21,9.38,9.24
FAM104B,3.05,2.78,1.26,1.66,0.82,1.28,3.92,2.98,2.68,3.55
FAM106A,0.46,0.76,0.5,0.51,0.23,0.45,1.21,0.4,0.85,0.72
FAM106C,0.29,0.52,0.2,0.04,0.13,0.15,0.31,0.13,0.43,0.28
FAM107A,0,0,0,0,0,0.03,0.03,0,0,0.02
FAM107B,13.52,15.5,5.35,3.88,4.95,5.14,15.36,9.62,16.1,18.52
FAM110A,1.46,1.47,0.58,1.24,1.25,1.04,1.62,0.91,2.66,2.22
FAM110B,1.7,1.63,0.25,0.8,0.32,0.25,1.25,0.8,0.53,0.44
FAM110C,3.14,2.64,2.91,3,2.49,2.13,3.45,1.83,4.41,4.59
